,categorias,descricao_curso,descricao_raca,descricao_civil,descricao_situacao
958,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Preta,Casado(a),Evasão
959,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Casado(a),Evasão
960,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Amarela,Casado(a),Evasão
961,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Amarela,Casado(a),Evasão
962,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Amarela,Casado(a),Evasão
963,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Amarela,Casado(a),Evasão
964,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Amarela,Casado(a),Evasão
966,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
967,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
968,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
969,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
970,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
971,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
972,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
973,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
974,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
975,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
976,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
977,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
978,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
979,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
980,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,União Estável,Evasão
981,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,União Estável,Evasão
982,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,União Estável,Evasão
983,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,União Estável,Evasão
985,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,União Estável,Evasão
987,E,Licenciatura em Espanhol [2006-2011] - Campus Natal-Central,Parda,União Estável,Evasão
988,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Evasão
989,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Evasão
990,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Evasão
991,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Evasão
992,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Evasão
993,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Evasão
994,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Evasão
995,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Evasão
996,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,União Estável,Evasão
997,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,União Estável,Evasão
998,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,União Estável,Evasão
999,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,União Estável,Evasão
1000,C,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,União Estável,Evasão
1001,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,União Estável,Evasão
1002,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Branca,União Estável,Evasão
1004,E,Licenciatura em Espanhol [2006-2011] - Campus Natal-Central,Branca,União Estável,Evasão
1005,E,Licenciatura em Espanhol [2006-2011] - Campus Natal-Central,Branca,União Estável,Evasão
1006,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Não declarado,União Estável,Evasão
1008,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,União Estável,Evasão
1009,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,União Estável,Evasão
1010,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Preta,União Estável,Evasão
1011,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Preta,União Estável,Evasão
1012,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Preta,União Estável,Evasão
1013,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Preta,União Estável,Evasão
1014,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Preta,União Estável,Evasão
1015,D,Licenciatura em Espanhol [2012] - Campus Natal-Central,Preta,União Estável,Evasão
1016,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Amarela,União Estável,Evasão
1017,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1018,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1019,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1020,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1021,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1022,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1023,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1024,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1025,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1026,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1027,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1028,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1029,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1030,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1031,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1032,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1033,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1034,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1035,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1036,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1037,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1038,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1039,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1040,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1041,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1042,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1043,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1044,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1045,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1046,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1047,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1048,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1049,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1050,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1051,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1052,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Parda,Divorciado(a),Evasão
1053,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Divorciado(a),Evasão
1054,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Divorciado(a),Evasão
1055,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Divorciado(a),Evasão
1056,D,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Divorciado(a),Evasão
1057,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Divorciado(a),Evasão
1058,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Divorciado(a),Evasão
1060,E,Licenciatura em Letras Espanhol EaD - Campus EaD,Parda,Divorciado(a),Evasão
1061,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Divorciado(a),Evasão
1062,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Divorciado(a),Evasão
1063,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Divorciado(a),Evasão
1064,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Divorciado(a),Evasão
1065,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Divorciado(a),Evasão
1066,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Divorciado(a),Evasão
1067,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Parda,Divorciado(a),Evasão
1068,E,Licenciatura em Espanhol [2012] - Campus Natal-Central,Parda,Divorciado(a),Evasão
1069,D,Licenciatura em Espanhol [2006-2011] - Campus Natal-Central,Parda,Divorciado(a),Evasão
1071,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1072,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1073,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1074,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1075,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1076,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1077,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1078,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1079,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1080,C,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1081,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1082,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1083,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1084,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1085,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1086,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1087,B,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1088,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1089,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1090,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1091,D,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus EaD (ETEC)",Branca,Divorciado(a),Evasão
1092,E,"Técnico de Nível Médio em Segurança do Trabalho, na Forma Subsequente [2012] - Campus Natal-Central",Branca,Divorciado(a),Evasão
